English,ISL-Gloss
You're one savvy negotiator., you savvy one savvy negotiator
People love freedom., people freedom love
They danced until six in the morning., they six in morning dance until
I couldn't find it., i it find no
I'm looking for work., i work look for
Who is that woman?, that woman that who
I know who gave that to you., i that to you know give who
Could I get a receipt?, i receipt get
I told you I have a girlfriend., i i you girlfriend tell have
Say it clearly., it clearly say
Why don't you mind your own business?, you your own your own business mind why no
We'd better go back in., we better back in go back
Let's get this party started!, 's this party this let get start
He claims that he is honest., he he honest claim
I had no place else to go., i no place else go have go
That's my favorite chair., that my favorite my favorite chair
Do you have a mobile phone?, you mobile mobile phone have
He is sitting on the chair., he chair sit on
I'm not a professional., i professional professional no
We don't have any sheep., we any sheep have no
School begins at nine., school nine begin at
It looks fine., it fine look
You must read the textbook closely., you textbook closely read
This one's on me., this one this me
We stayed at a cheap hotel., we cheap cheap hotel stay at
Allow me to introduce myself., me myself allow introduce
I can't help anymore., i anymore help anymore no
He sat next to her., he next to her sit next
He wore red pants., he red red pant wear
I made cookies., i cooky make
What's the job this time?, job this time what
It's no problem., it no problem
It's more complicated than I originally thought., it more complicated i think more originally think
Are you picking on me?, you me pick on
How about Thai food?, thai thai food how
You won't find anything here., you anything here find no
It's part of the system., it part of system
Why do you have to do it?, you it have do why
I'm a quick learner., i quick quick learner
Do you want to say goodbye?, you goodbye want say
I don't know any of those boys., i any of those boy know no
I think you must be getting tired., i you tire think get
My time is very expensive., my time very expensive very
We're all here., we here
"Yesterday, I was at Tom's house.", i tom 's yesterday tom house
You don't need my help., you my my help need no
I was present at school yesterday., i present at school yesterday
I can't do it either., i it either do no
There is nothing to do but apologize., there nothing do do apologize
I'll try my luck., i my my luck try
It's obvious that he lied., it obvious he lie
Do you mind much?, you much much mind
Is everybody busy?, everybody busy
I'm sure that you'll succeed., i sure you succeed succeed
He made me go., he me make go
Did you do all this?, you all this do
Could you help me wash the dishes?, you me dish help wash
I know that you feel helpless., i you helpless know feel
I think we're related., i we relate think relate
They want me to organize the party., they me party want organize
What've you done?, you do what
Tom felt invincible., tom invincible felt
I've got a good idea., i good good idea get
The man must be insane., man insane
